chunk_id,work_id,author_id,genre,sentiment_score,sentiment_label
cliffordbarney_actesentractes__33,cliffordbarney_actesentractes,cliffordbarney,poetry,5,5 stars
cliffordbarney_actesentractes__34,cliffordbarney_actesentractes,cliffordbarney,poetry,5,5 stars
cliffordbarney_actesentractes__35,cliffordbarney_actesentractes,cliffordbarney,poetry,5,5 stars
cliffordbarney_actesentractes__36,cliffordbarney_actesentractes,cliffordbarney,poetry,5,5 stars
cliffordbarney_actesentractes__37,cliffordbarney_actesentractes,cliffordbarney,poetry,5,5 stars
cliffordbarney_actesentractes__38,cliffordbarney_actesentractes,cliffordbarney,poetry,5,5 stars
cliffordbarney_actesentractes__39,cliffordbarney_actesentractes,cliffordbarney,poetry,5,5 stars
cliffordbarney_actesentractes__40,cliffordbarney_actesentractes,cliffordbarney,poetry,5,5 stars
cliffordbarney_actesentractes__41,cliffordbarney_actesentractes,cliffordbarney,poetry,5,5 stars
cliffordbarney_actesentractes__42,cliffordbarney_actesentractes,cliffordbarney,poetry,5,5 stars
cliffordbarney_actesentractes__43,cliffordbarney_actesentractes,cliffordbarney,poetry,5,5 stars
cliffordbarney_actesentractes__44,cliffordbarney_actesentractes,cliffordbarney,poetry,5,5 stars
cliffordbarney_actesentractes__45,cliffordbarney_actesentractes,cliffordbarney,poetry,5,5 stars
cliffordbarney_actesentractes__46,cliffordbarney_actesentractes,cliffordbarney,poetry,5,5 stars
cliffordbarney_actesentractes__47,cliffordbarney_actesentractes,cliffordbarney,poetry,5,5 stars
cliffordbarney_actesentractes__48,cliffordbarney_actesentractes,cliffordbarney,poetry,5,5 stars
cliffordbarney_actesentractes__49,cliffordbarney_actesentractes,cliffordbarney,poetry,5,5 stars
cliffordbarney_actesentractes__50,cliffordbarney_actesentractes,cliffordbarney,poetry,5,5 stars
cliffordbarney_actesentractes__51,cliffordbarney_actesentractes,cliffordbarney,poetry,1,1 star
cliffordbarney_actesentractes__52,cliffordbarney_actesentractes,cliffordbarney,poetry,1,1 star
cliffordbarney_actesentractes__53,cliffordbarney_actesentractes,cliffordbarney,poetry,5,5 stars
cliffordbarney_actesentractes__54,cliffordbarney_actesentractes,cliffordbarney,poetry,1,1 star
cliffordbarney_actesentractes__55,cliffordbarney_actesentractes,cliffordbarney,poetry,5,5 stars
cliffordbarney_actesentractes__56,cliffordbarney_actesentractes,cliffordbarney,poetry,5,5 stars
cliffordbarney_actesentractes__57,cliffordbarney_actesentractes,cliffordbarney,poetry,5,5 stars
cliffordbarney_actesentractes__58,cliffordbarney_actesentractes,cliffordbarney,poetry,5,5 stars
cliffordbarney_actesentractes__60,cliffordbarney_actesentractes,cliffordbarney,poetry,5,5 stars
cliffordbarney_actesentractes__61,cliffordbarney_actesentractes,cliffordbarney,poetry,5,5 stars
cliffordbarney_actesentractes__62,cliffordbarney_actesentractes,cliffordbarney,poetry,5,5 stars
cliffordbarney_actesentractes__63,cliffordbarney_actesentractes,cliffordbarney,poetry,5,5 stars
cliffordbarney_actesentractes__64,cliffordbarney_actesentractes,cliffordbarney,poetry,5,5 stars
cliffordbarney_actesentractes__65,cliffordbarney_actesentractes,cliffordbarney,poetry,5,5 stars
cliffordbarney_actesentractes__66,cliffordbarney_actesentractes,cliffordbarney,poetry,5,5 stars
cliffordbarney_actesentractes__67,cliffordbarney_actesentractes,cliffordbarney,poetry,5,5 stars
cliffordbarney_actesentractes__68,cliffordbarney_actesentractes,cliffordbarney,poetry,5,5 stars
cliffordbarney_actesentractes__69,cliffordbarney_actesentractes,cliffordbarney,poetry,1,1 star
cliffordbarney_actesentractes__70,cliffordbarney_actesentractes,cliffordbarney,poetry,1,1 star
cliffordbarney_actesentractes__71,cliffordbarney_actesentractes,cliffordbarney,poetry,5,5 stars
cliffordbarney_actesentractes__72,cliffordbarney_actesentractes,cliffordbarney,poetry,5,5 stars
cliffordbarney_actesentractes__73,cliffordbarney_actesentractes,cliffordbarney,poetry,2,2 stars
cliffordbarney_actesentractes__74,cliffordbarney_actesentractes,cliffordbarney,poetry,5,5 stars
cliffordbarney_actesentractes__75,cliffordbarney_actesentractes,cliffordbarney,poetry,5,5 stars
cliffordbarney_actesentractes__76,cliffordbarney_actesentractes,cliffordbarney,poetry,5,5 stars
cliffordbarney_actesentractes__77,cliffordbarney_actesentractes,cliffordbarney,poetry,5,5 stars
cliffordbarney_actesentractes__78,cliffordbarney_actesentractes,cliffordbarney,poetry,1,1 star
cliffordbarney_actesentractes__79,cliffordbarney_actesentractes,cliffordbarney,poetry,1,1 star
cliffordbarney_actesentractes__80,cliffordbarney_actesentractes,cliffordbarney,poetry,5,5 stars
cliffordbarney_actesentractes__81,cliffordbarney_actesentractes,cliffordbarney,poetry,5,5 stars
cliffordbarney_actesentractes__82,cliffordbarney_actesentractes,cliffordbarney,poetry,1,1 star
cliffordbarney_actesentractes__84,cliffordbarney_actesentractes,cliffordbarney,poetry,5,5 stars
cliffordbarney_actesentractes__85,cliffordbarney_actesentractes,cliffordbarney,poetry,5,5 stars
cliffordbarney_actesentractes__86,cliffordbarney_actesentractes,cliffordbarney,poetry,5,5 stars
cliffordbarney_actesentractes__87,cliffordbarney_actesentractes,cliffordbarney,poetry,5,5 stars
cliffordbarney_actesentractes__88,cliffordbarney_actesentractes,cliffordbarney,poetry,5,5 stars
cliffordbarney_actesentractes__89,cliffordbarney_actesentractes,cliffordbarney,poetry,5,5 stars
cliffordbarney_actesentractes__90,cliffordbarney_actesentractes,cliffordbarney,poetry,5,5 stars
cliffordbarney_actesentractes__91,cliffordbarney_actesentractes,cliffordbarney,poetry,5,5 stars
cliffordbarney_actesentractes__92,cliffordbarney_actesentractes,cliffordbarney,poetry,1,1 star
cliffordbarney_actesentractes__93,cliffordbarney_actesentractes,cliffordbarney,poetry,5,5 stars
cliffordbarney_actesentractes__94,cliffordbarney_actesentractes,cliffordbarney,poetry,5,5 stars
cliffordbarney_actesentractes__95,cliffordbarney_actesentractes,cliffordbarney,poetry,5,5 stars
cliffordbarney_actesentractes__96,cliffordbarney_actesentractes,cliffordbarney,poetry,5,5 stars
cliffordbarney_actesentractes__97,cliffordbarney_actesentractes,cliffordbarney,poetry,5,5 stars
cliffordbarney_actesentractes__98,cliffordbarney_actesentractes,cliffordbarney,poetry,5,5 stars
delarue_ferveur__0,delarue_ferveur,delarue,poetry,5,5 stars
delarue_ferveur__1,delarue_ferveur,delarue,poetry,5,5 stars
delarue_ferveur__2,delarue_ferveur,delarue,poetry,5,5 stars
delarue_ferveur__3,delarue_ferveur,delarue,poetry,5,5 stars
delarue_ferveur__4,delarue_ferveur,delarue,poetry,5,5 stars
delarue_ferveur__6,delarue_ferveur,delarue,poetry,5,5 stars
delarue_ferveur__7,delarue_ferveur,delarue,poetry,5,5 stars
delarue_ferveur__8,delarue_ferveur,delarue,poetry,5,5 stars
delarue_ferveur__9,delarue_ferveur,delarue,poetry,5,5 stars
delarue_ferveur__10,delarue_ferveur,delarue,poetry,5,5 stars
delarue_ferveur__11,delarue_ferveur,delarue,poetry,5,5 stars
delarue_ferveur__12,delarue_ferveur,delarue,poetry,5,5 stars
delarue_ferveur__13,delarue_ferveur,delarue,poetry,5,5 stars
delarue_ferveur__14,delarue_ferveur,delarue,poetry,5,5 stars
delarue_ferveur__15,delarue_ferveur,delarue,poetry,5,5 stars
delarue_ferveur__16,delarue_ferveur,delarue,poetry,5,5 stars
delarue_ferveur__17,delarue_ferveur,delarue,poetry,5,5 stars
delarue_ferveur__18,delarue_ferveur,delarue,poetry,5,5 stars
delarue_ferveur__19,delarue_ferveur,delarue,poetry,5,5 stars
delarue_ferveur__20,delarue_ferveur,delarue,poetry,5,5 stars
delarue_ferveur__21,delarue_ferveur,delarue,poetry,5,5 stars
delarue_ferveur__22,delarue_ferveur,delarue,poetry,5,5 stars
delarue_ferveur__23,delarue_ferveur,delarue,poetry,5,5 stars
delarue_ferveur__24,delarue_ferveur,delarue,poetry,5,5 stars
delarue_ferveur__25,delarue_ferveur,delarue,poetry,5,5 stars
delarue_ferveur__26,delarue_ferveur,delarue,poetry,5,5 stars
delarue_ferveur__27,delarue_ferveur,delarue,poetry,5,5 stars
delarue_ferveur__28,delarue_ferveur,delarue,poetry,5,5 stars
delarue_ferveur__29,delarue_ferveur,delarue,poetry,5,5 stars
delarue_ferveur__30,delarue_ferveur,delarue,poetry,5,5 stars
delarue_ferveur__32,delarue_ferveur,delarue,poetry,5,5 stars
delarue_ferveur__33,delarue_ferveur,delarue,poetry,5,5 stars
delarue_ferveur__34,delarue_ferveur,delarue,poetry,5,5 stars
delarue_ferveur__35,delarue_ferveur,delarue,poetry,5,5 stars
delarue_ferveur__36,delarue_ferveur,delarue,poetry,5,5 stars
delarue_ferveur__37,delarue_ferveur,delarue,poetry,5,5 stars
delarue_ferveur__38,delarue_ferveur,delarue,poetry,5,5 stars
delarue_ferveur__39,delarue_ferveur,delarue,poetry,5,5 stars
delarue_ferveur__40,delarue_ferveur,delarue,poetry,5,5 stars
delarue_ferveur__41,delarue_ferveur,delarue,poetry,5,5 stars
delarue_ferveur__42,delarue_ferveur,delarue,poetry,5,5 stars
delarue_ferveur__43,delarue_ferveur,delarue,poetry,5,5 stars
delarue_ferveur__44,delarue_ferveur,delarue,poetry,5,5 stars
delarue_ferveur__45,delarue_ferveur,delarue,poetry,5,5 stars
delarue_ferveur__46,delarue_ferveur,delarue,poetry,5,5 stars
delarue_ferveur__47,delarue_ferveur,delarue,poetry,5,5 stars
delarue_ferveur__48,delarue_ferveur,delarue,poetry,5,5 stars
delarue_ferveur__49,delarue_ferveur,delarue,poetry,5,5 stars
delarue_ferveur__51,delarue_ferveur,delarue,poetry,5,5 stars
delarue_figure__0,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__1,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__2,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__3,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__4,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__5,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__6,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__7,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__8,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__9,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__10,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__11,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__12,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__13,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__14,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__15,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__17,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__19,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__20,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__21,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__22,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__23,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__24,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__25,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__27,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__28,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__29,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__30,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__31,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__32,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__33,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__34,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__35,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__37,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__39,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__40,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__41,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__42,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__43,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__44,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__45,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__46,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__47,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__48,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__49,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__50,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__51,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__52,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__53,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__54,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__55,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__56,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__57,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__58,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__59,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__60,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__61,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__62,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__63,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__64,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__65,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__66,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__67,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__68,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__69,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__70,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__71,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__72,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__73,delarue_figure,delarue,poetry,5,5 stars
delarue_figure__74,delarue_figure,delarue,poetry,5,5 stars
delarue_horizons__0,delarue_horizons,delarue,poetry,5,5 stars
delarue_horizons__1,delarue_horizons,delarue,poetry,5,5 stars
delarue_horizons__2,delarue_horizons,delarue,poetry,5,5 stars
delarue_horizons__3,delarue_horizons,delarue,poetry,5,5 stars
delarue_horizons__4,delarue_horizons,delarue,poetry,5,5 stars
delarue_horizons__5,delarue_horizons,delarue,poetry,5,5 stars
delarue_horizons__6,delarue_horizons,delarue,poetry,5,5 stars
delarue_horizons__7,delarue_horizons,delarue,poetry,5,5 stars
delarue_horizons__8,delarue_horizons,delarue,poetry,5,5 stars
delarue_horizons__9,delarue_horizons,delarue,poetry,5,5 stars
delarue_horizons__10,delarue_horizons,delarue,poetry,5,5 stars
delarue_horizons__11,delarue_horizons,delarue,poetry,5,5 stars
delarue_horizons__12,delarue_horizons,delarue,poetry,5,5 stars
delarue_horizons__14,delarue_horizons,delarue,poetry,5,5 stars
delarue_horizons__15,delarue_horizons,delarue,poetry,5,5 stars
delarue_horizons__16,delarue_horizons,delarue,poetry,5,5 stars
delarue_horizons__17,delarue_horizons,delarue,poetry,5,5 stars
delarue_horizons__18,delarue_horizons,delarue,poetry,5,5 stars
delarue_horizons__19,delarue_horizons,delarue,poetry,5,5 stars
delarue_horizons__20,delarue_horizons,delarue,poetry,5,5 stars
delarue_horizons__21,delarue_horizons,delarue,poetry,5,5 stars
delarue_horizons__22,delarue_horizons,delarue,poetry,1,1 star
delarue_horizons__24,delarue_horizons,delarue,poetry,5,5 stars
delarue_horizons__25,delarue_horizons,delarue,poetry,5,5 stars
delarue_horizons__26,delarue_horizons,delarue,poetry,5,5 stars
delarue_horizons__27,delarue_horizons,delarue,poetry,5,5 stars
delarue_horizons__28,delarue_horizons,delarue,poetry,5,5 stars
delarue_horizons__29,delarue_horizons,delarue,poetry,5,5 stars
delarue_horizons__30,delarue_horizons,delarue,poetry,5,5 stars
delarue_horizons__31,delarue_horizons,delarue,poetry,5,5 stars
delarue_horizons__32,delarue_horizons,delarue,poetry,5,5 stars
delarue_horizons__34,delarue_horizons,delarue,poetry,5,5 stars
delarue_horizons__35,delarue_horizons,delarue,poetry,5,5 stars
delarue_horizons__36,delarue_horizons,delarue,poetry,5,5 stars
delarue_horizons__37,delarue_horizons,delarue,poetry,5,5 stars
delarue_horizons__38,delarue_horizons,delarue,poetry,5,5 stars
delarue_horizons__39,delarue_horizons,delarue,poetry,5,5 stars
delarue_horizons__40,delarue_horizons,delarue,poetry,5,5 stars
delarue_horizons__41,delarue_horizons,delarue,poetry,5,5 stars
delarue_horizons__42,delarue_horizons,delarue,poetry,5,5 stars
delarue_horizons__43,delarue_horizons,delarue,poetry,5,5 stars
delarue_horizons__44,delarue_horizons,delarue,poetry,5,5 stars
delarue_horizons__45,delarue_horizons,delarue,poetry,5,5 stars
delarue_horizons__46,delarue_horizons,delarue,poetry,5,5 stars
delarue_maman__0,delarue_maman,delarue,poetry,5,5 stars
delarue_maman__2,delarue_maman,delarue,poetry,5,5 stars
delarue_maman__3,delarue_maman,delarue,poetry,5,5 stars
delarue_maman__4,delarue_maman,delarue,poetry,5,5 stars
delarue_maman__6,delarue_maman,delarue,poetry,5,5 stars
delarue_maman__10,delarue_maman,delarue,poetry,2,2 stars
delarue_maman__11,delarue_maman,delarue,poetry,5,5 stars
delarue_maman__12,delarue_maman,delarue,poetry,5,5 stars
delarue_maman__13,delarue_maman,delarue,poetry,5,5 stars
delarue_maman__14,delarue_maman,delarue,poetry,5,5 stars
delarue_maman__15,delarue_maman,delarue,poetry,5,5 stars
delarue_maman__16,delarue_maman,delarue,poetry,5,5 stars
delarue_maman__17,delarue_maman,delarue,poetry,5,5 stars
